source,date,channel,product,text,language,clean_text,topic,sentiment,annotator,confidence
CRM Tool,01/12/2025 00:00,Walk In,Airtel Money Transactions,has been completednbsp namenbsp teamleadersatl email email email email email email email email email to wrong number transaction request has been initiated and is now pending for approval email pm email email email email email email email teamleadersatl email to wrong number teamleadersatlnbspname initiate the reversal belownbsp namenbsp email email email email email email email email email email email email email email email to wrong number email assist with the reversal below customer your account is locked from sending call for support accountnumber zjqcmqryfpfptbannerstart caution email has originated from outside airtel africa domain do not click links or open attachments unless you recognize the sender and know the content is safe namenbspname zjqcmqryfpfptbannerend email assist with the reversal below customer your account is locked from sending call for support accountnumber amp fwup to wrong number pm pm disclaimer email and any files transmitted with it are confidential and intended solely for the use of the individual or entity to whom they are addressed you have received this email in error please notify the system manager message contains confidential information and is intended only for the individual named you are not the named addressee you should not disseminate distribute or copy this email notify the sender immediately by email if you have received this email by mistake and delete this email from your system you are not the intended recipient you are notified that disclosing copying distributing or taking any action in reliance on the contents of this information is strictly prohibited information contained in this mail is propriety and strictly confidential is a public limited company registered in and number idnumber office wk hu avis de nonresponsabilit email et tous les fichiers transmis avec lui sont confidentiels et destins uniquement lusage de la personne ou de lentit laquelle ils sont adresss vous avez reu cet email par erreur veuillez en informer le gestionnaire du systme message contient des informations confidentielles et est destin uniquement la personne nomme vous ntes pas le destinataire dsign vous ne devez pas diffuser distribuer ou copier cet email informer immdiatement lexpditeur par email si vous avez reu cet email par erreur et supprimer cet email de votre systme vous ntes pas le destinataire prvu vous tes inform que la divulgation la copie la distribution ou toute action fonde sur le contenu de ces informations est strictement interdite informations contenues dans ce courrier sont exclusives et strictement confidentielles est une socit anonyme enregistre en et au de numro denregistrement idnumber sige social namename wk hu,english,has been completed name teamleadersatl email to wrong number transaction request has been initiated and is now pending for approval email pm email teamleadersatl email to wrong number teamleadersatl initiate the reversal below name email to wrong number email assist with the reversal below customer your account is locked from sending call for support accountnumber zjqcmqryfpfptbannerstart caution email has originated from outside airtel africa domain do not click links or open attachments unless you recognize the sender and know the content is safe name zjqcmqryfpfptbannerend email assist with the reversal below customer your account is locked from sending call for support accountnumber amp fwup to wrong number pm disclaimer email and any files transmitted with it are confidential and intended solely for the use of the individual or entity to whom they are addressed you have received this email in error please notify the system manager message contains confidential information and is intended only for the individual named you are not the named addressee you should not disseminate distribute or copy this email notify the sender immediately by email if you have received this email by mistake and delete this email from your system you are not the intended recipient you are notified that disclosing copying distributing or taking any action in reliance on the contents of this information is strictly prohibited information contained in this mail is propriety and strictly confidential is a public limited company registered in and number idnumber office wk hu avis de nonresponsabilit email et tous les fichiers transmis avec lui sont confidentiels et destins uniquement lusage de la personne ou de lentit laquelle ils sont adresss vous avez reu cet email par erreur veuillez en informer le gestionnaire du systme message contient des informations confidentielles et est destin uniquement la personne nomme vous ntes pas le destinataire dsign vous ne devez pas diffuser distribuer ou copier cet email informer immdiatement lexpditeur par email si vous avez reu cet email par erreur et supprimer cet email de votre systme vous ntes pas le destinataire prvu vous tes inform que la divulgation la copie la distribution ou toute action fonde sur le contenu de ces informations est strictement interdite informations contenues dans ce courrier sont exclusives et strictement confidentielles est une socit anonyme enregistre en et au de numro denregistrement idnumber sige social namename wk hu,,,,
CRM Tool,05/11/2025 00:00,Service Web,Motor Vehicle,is an ipf case,english,is an ipf case,,,,
CRM Tool,07/11/2025 00:00,Service Email,One Month Loan,reset my limit my account number is accountnumber,english,reset my limit my account number is accountnumber,,,,
CRM Tool,04/12/2025 00:00,Service Email,Credit Cards,is to confirm payment of through mname from telephone number phone to account number accountnumber for credit card number accountnumber as shown below tlmybvpdw ksh sent to for account accountnumber on at pm mpesa balance is ksh cost kshname you can transact within the day is frequent paybills for quick payment on mpesa app lawrence charo karissa transaction of kes has successfully been deposited to in favor of visa credit cards payment acco tlmybvpdw on at you make the adjustment to my credit card as appropriatenbsp regards c p o nbspphone,english,is to confirm payment of through mname from telephone number phone to account number accountnumber for credit card number accountnumber as shown below tlmybvpdw ksh sent to for account accountnumber on at pm mpesa balance is ksh cost kshname you can transact within the day is frequent paybills for quick payment on mpesa app lawrence charo karissa transaction of kes has successfully been deposited to in favor of visa credit cards payment acco tlmybvpdw on at you make the adjustment to my credit card as appropriate regards c p o,,,,
CRM Tool,08/11/2025 00:00,Service Email,Card Authorization and Risk,increase the for online payments on as below accountnumber accountnumber usd have to make payments for in this busy season for and we the convenience to pay namename phone g phone whatsapp phone po,english,increase the for online payments on as below accountnumber usd have to make payments for in this busy season for and we the convenience to pay namename phone g phone whatsapp phone po,,,,
CRM Tool,25/11/2025 00:00,Service Email,Mobile,nbspname me to open my accountnbsp,unknown,me to open my account,,,,
CRM Tool,13/11/2025 00:00,Service Web,Agency POS Support Kenya,devise not working klk cdfcades,unknown,devise not working klk cdfcades,,,,
CRM Tool,27/11/2025 00:00,Service Web,PayPal,assist the customer delink his paypal as per the attached request,english,assist the customer delink his paypal as per the attached request,,,,
CRM Tool,03/12/2025 00:00,Service Web,Card Authorization and Risk,but urgently assist stop lost card number for account numberaccountnumber attached is the request,english,but urgently assist stop lost card number for account numberaccountnumber attached is the request,,,,
CRM Tool,17/11/2025 00:00,Service Web,MPESA Transactions,accountnumber wrong number that received the funds accountnumber number that funds were intended for accountnumber eazzyapp eazzynet mobile nameaccountnumber,english,accountnumber wrong number that received the funds accountnumber number that funds were intended for accountnumber eazzyapp eazzynet mobile nameaccountnumber,,,,
CRM Tool,20/11/2025 00:00,Service Web,Motor Vehicle,is hereby declared and agreed that the sum for motor vehicle registration number kdp z is reduced from to following valuation terms and conditions relating to insurance contract remain unchanged,english,is hereby declared and agreed that the sum for motor vehicle registration number kdp z is reduced from to following valuation terms and conditions relating to insurance contract remain unchanged,,,,
CRM Tool,06/11/2025 00:00,Service Email,Card Authorization and Risk,i normally use my card to make my subscriptions in my phone but no payment has been made its declined while my card is recharged and updated so what might be the problem,english,i normally use my card to make my subscriptions in my phone but no payment has been made its declined while my card is recharged and updated so what might be the problem,,,,
CRM Tool,08/11/2025 00:00,Service Email,Eazzy 247/USSD,is my number days this is to muchnbsp,english,is my number days this is to much,,,,
CRM Tool,19/11/2025 00:00,Service Web,Merchant Creation & Support Kenya,assist with attached remote download to an urgent whose pos has spoilt with alert irruption from idnumber sno nwv to idnumber,unknown,assist with attached remote download to an urgent whose pos has spoilt with alert irruption from idnumber sno nwv to idnumber,,,,
CRM Tool,19/11/2025 00:00,Service Web,Central Custody Unit (CCU),assist to confirm the following securities st charge of m over namename legal charge of m over property namename registration over vehicle kcf l namesme t ext cell w,english,assist to confirm the following securities st charge of m over namename legal charge of m over property namename registration over vehicle kcf l namesme t ext cell w,,,,
